시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,대표품목,홈페이지주소,사용가능상품권,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
시화유통상가시장,상설장,경기도 시흥시 공단1대로 244,경기도 시흥시 정왕동 1367-1,매일,37.33533243,126.7284453,1804.0,"신토토분식, 신토토 분식, 공단반점, 휴계실편의점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
부산자갈밭시장,상설장,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,매일,35.09662907,129.030569,63.0,"진성물산, ㈜욕지수산, 주연네곰장어, 주야꼼장어",,,Y,Y,1970.0,051-231-2263,2025-11-10,B553077,소상공인시장진흥공단
신동아수산물종합시장,상설장,부산광역시 중구 자갈치로 42,부산광역시 중구 남포동5가 92,매일,35.09671506,129.0286633,520.0,"형제상회, 한진상회, 포항식당, 팔도상회",,,Y,Y,1970.0,051-246-7500,2025-11-10,B553077,소상공인시장진흥공단
신천지시장,상설장,부산광역시 중구 자갈치로 33,부산광역시 중구 남포동6가 3,매일,35.09704464,129.0278162,151.0,"잠수기36번, 영성상회, 신천지반점, 묵방축산",,,Y,Y,1970.0,051-246-1012,2025-11-10,B553077,소상공인시장진흥공단
보수종합시장,상설장,부산광역시 중구 보수대로 94,부산광역시 중구 보수동3가 46-1,매일,35.10421143,129.0218183,51.0,"화목상회, 헐타상회, 칠성상회, 청과상회",,,Y,Y,1970.0,051-255-3601,2025-11-10,B553077,소상공인시장진흥공단
창선상가시장,상설장,부산광역시 중구 중구로 45,부산광역시 중구 부평동1가 13-6,매일,35.10193912,129.027751,141.0,"호두팡팡, 한창트랜스, 한성상회, 평광가운",,,Y,Y,1970.0,051-246-9565,2025-11-10,B553077,소상공인시장진흥공단
부평깡통시장,상설장,부산광역시 중구 부평1길 39,부산광역시 중구 부평동2가 68-9,매일,35.10128805,129.0257282,335.0,"환공식품, 호띠(Hotti), 해참부산미도어묵, 항도청과",,,Y,Y,1970.0,051-243-1128,2025-11-10,B553077,소상공인시장진흥공단
월드밸리시장,상설장,부산광역시 중구 대청로 60,부산광역시 중구 부평동2가 2,매일,35.10280033,129.0263688,307.0,"우리통상, 스토리, 현대당, 크리스탈",,,Y,Y,1970.0,051-256-7751,2025-11-10,B553077,소상공인시장진흥공단
국제시장,상설장,"부산광역시 중구 중구로 42, 3층",부산광역시 중구 신창동4가 40-5,매일,35.10153726,129.02807,690.0,"해성건어물, 수정집, 동은, 구포카스테라",,,Y,Y,1970.0,051-245-7389,2025-11-10,B553077,소상공인시장진흥공단
아리랑거리시장,상설장,부산광역시 중구 중구로30번길 12,부산광역시 중구 신창동3가 17-1,매일,35.10045891,129.0289644,76.0,"화승식당, 해바라기식품, 아즈매부엌, 소문난칼국수",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신창상가시장,상설장,부산광역시 중구 중구로34번길 21-1,부산광역시 중구 신창동1가 19-2,매일,35.10117719,129.0302005,214.0,"산수갑산, 바다집, 돌고래, 개미집 본점",,,Y,Y,1970.0,051-246-0457,2025-11-10,B553077,소상공인시장진흥공단
만물의거리시장,상설장,부산광역시 중구 국제시장 2길 24-1,부산광역시 중구 신창동4가 10-5,매일,35.10148415,129.0285512,80.0,"해피레인, 한일사약국, 한일사건강, 하이비젼안경원",,,Y,Y,1970.0,051-256-3156,2025-11-10,B553077,소상공인시장진흥공단
영주시장,상설장,부산광역시 중구 초량중로 6,부산광역시 중구 영주동 20-16,상설시장,35.1116817,129.0373691,56.0,"조선번숯불두마리치킨중부산점, 영혜, 단골식육식당, 나이스치킨",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
부산데파트시장,상설장,부산광역시 중구 중앙대로 2,부산광역시 중구 중앙동7가 20-1,매일,35.0983104,129.0367073,93.0,"향수식당, 일화중서대리점, 옥스포드, 영남국악사",,,Y,Y,1970.0,051-246-0131,2025-11-10,B553077,소상공인시장진흥공단
반송큰시장(반송2동시장),상설장,부산광역시 해운대구 윗반송로51번길 86,부산광역시 해운대구 반송동 40-762,매일,35.23111721,129.1562096,170.0,"희야야채상회, 훈이네부식가게, 호야상회, 호림과일상회",,,Y,Y,1970.0,051-544-9005,2025-11-10,B553077,소상공인시장진흥공단
반송골목시장,상설장,부산광역시 해운대구 아랫반송로39번길 18-3,부산광역시 해운대구 반송동 250-371,매일,35.22428809,129.1503299,61.0,"충무수산, 총각떡집, 창희농산물특판장, 의령상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
금산약초시장,상설장,충청남도 금산군 금산읍 비단로 144,충청남도 금산군 금산읍 중도리 31,매일,36.1003757,127.4954712,33.0,"신명인삼약초, 다도약초, 황해, 현대약초",,,Y,Y,1970.0,041-751-2089,2025-11-10,B553077,소상공인시장진흥공단
마전시장,5일장,충청남도 금산군 추부면 마전1길 38,충청남도 금산군 추부면 마전리 547-1,4일+9일,36.1906104,127.4669775,14.0,수정의류,,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
강경대흥시장,5일장,충청남도 논산시 강경읍 대흥로 23- 1,충청남도 논산시 강경읍 대흥리 17-8,4일+9일,36.15597686,127.0136799,106.0,"화지청과, 혜정수산, 해동건어물, 해남젓갈",,,Y,Y,1970.0,041-745-5130,2025-11-10,B553077,소상공인시장진흥공단
강경젓갈시장,상설장,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,매일,36.15755436,127.0098017,130.0,"황해도젓갈, 황해도젓갈, 호남식품, 형제상회",,,Y,Y,1970.0,041-745-1985,2025-11-10,B553077,소상공인시장진흥공단
연산전통시장,5일장,충청남도 논산시 연산면 연산4길 10-8,충청남도 논산시 연산면 연산리 392-8,5일+10일,36.21627075,127.2164887,56.0,"하나분식, 케이키피, 진영쌀상회, 유니푸드",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신평시장,5일장,충청남도 당진시 신평면 신평로 804-1,충청남도 당진시 신평면 금천리 360-4,5일+10일,36.88353946,126.7759775,43.0,"해나루떡집, 한마당분식, 풍년떡집, 페리카나 치킨",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
독천5일시장,5일장,전라남도 영암군 미암면 독천1길 19,전라남도 영암군 미암면 채지리 137,4일+9일,34.72459224,126.5671189,35.0,"노점, 금옥수산(노점), 노점, 노점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
합덕전통시장,5일장,충청남도 당진시 합덕읍 버그내2길 128-42,충청남도 당진시 합덕읍 운산리 253-47,1일+6일,36.80617206,126.7719672,64.0,"형제수산, 현만야채, 해맞이농산, 합덕한우마을",,,Y,Y,1970.0,041-363-1154,2025-11-10,B553077,소상공인시장진흥공단
보령중앙시장,5일장,충청남도 보령시 중앙시장1길 25-1,충청남도 보령시 대천동 331-7,3일+8일,36.35085519,126.5941055,149.0,"황가네호떡대천점, 한흥상회, 한국인삼사, 풍년빵집",,,Y,Y,1970.0,041-936-4554,2025-11-10,B553077,소상공인시장진흥공단
보령한내시장,5일장,충청남도 보령시 정화로길 13,충청남도 보령시 대천동 197-1,3일+8일,36.34962793,126.595819,178.0,"혜친네야채, 햇살머믄 꼬마김밥, 한내칼국수, 필회수산",,,Y,Y,1970.0,041-931-8485,2025-11-10,B553077,소상공인시장진흥공단
대천항수산시장,상설장,충청남도 보령시 대천항로 370,충청남도 보령시 신흑동 2240-7,매일,36.32660911,126.5061075,124.0,"황제수산, 해성수산, 해성수산, 한우리회센터2호점",,,Y,Y,1970.0,041-931-7087,2025-11-10,B553077,소상공인시장진흥공단
웅천시장,5일장,충청남도 보령시 웅천읍 장터4길 24,충청남도 보령시 웅천읍 대창리 432-1,2일+7일,36.23298807,126.6012701,83.0,"한우고기마트, 토담, 태극당, 장터쌈밥",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
부여시장,5일장,충청남도 부여군 부여읍 성왕로173번길 12,충청남도 부여군 부여읍 구아리 432,5일+10일,36.28149721,126.9075601,86.0,"화정식당, 형제수산, 한국소정육점, 푸른초원",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
부여중앙시장,상설장,충청남도 부여군 부여읍 중앙로13번길 14-3,충청남도 부여군 부여읍 구아리 164-1,매일,36.28192426,126.91219,70.0,"화랑수산, 할인정육점과채소, 한양수선, 한양수산",,,Y,Y,1970.0,041-835-7710,2025-11-10,B553077,소상공인시장진흥공단
홍산시장,5일장,충청남도 부여군 홍산면 홍산시장로 45-10,충청남도 부여군 홍산면 남촌리 134-2,2일+7일,36.21394105,126.7576057,50.0,"홍산생선, 정든집, 시장슈퍼, 김영자",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
대산종합시장,상설장,충청남도 서산시 대산읍 충의로 1942,충청남도 서산시 대산읍 대산리 119,매일,36.93800832,126.4339406,65.0,"홍스김밥, 청운분식, 웰빙팥죽, 뽀빠이식당",,,Y,Y,1970.0,041-681-7845,2025-11-10,B553077,소상공인시장진흥공단
해미읍성전통시장,상설장,충청남도 서산시 해미면 읍성마을2길 16,충청남도 서산시 해미면 읍내리 202,매일,36.71113407,126.5455675,87.0,"황부자, 해미수산, 해미만두, 해동식당",,,Y,Y,1970.0,041-688-3100,2025-11-10,B553077,소상공인시장진흥공단
장항전통시장,5일장,충청남도 서천군 장항읍 성화로 104,충청남도 서천군 장항읍 신창리 110,3일+8일,36.01556607,126.6945736,91.0,"홍이네, 행운수산, 한솔유통, 진희식당",,,Y,Y,1970.0,041-957-0435,2025-11-10,B553077,소상공인시장진흥공단
고덕시장,5일장,충청남도 예산군 고덕면 용고길 342,충청남도 예산군 고덕면 대천리 783-3,3일+8일,36.74392963,126.7052158,30.0,"순성닭집, 고덕한남",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
표선오일시장,5일장,제주특별자치도 서귀포시 표선면 표선동서로 203-1,제주특별자치도 서귀포시 표선면 표선리 1001-1,2일+7일,33.32271206,126.8303863,47.0,"엠마홈, 동남고추상회, 노점",,,Y,Y,1970.0,064-760-4471,2025-11-10,B553077,소상공인시장진흥공단
도남시장,상설장,,제주특별자치도 제주시 도남동 923의 13,매일,33.49640447,126.528941,93.0,"페스토, 카동, 청춘냉면, 찌개찝제주시청점",,,Y,Y,1970.0,064-757-8805,2025-11-10,B553077,소상공인시장진흥공단
제주시민속오일시장,5일장,제주특별자치도 제주시 오일장서길 26,제주특별자치도 제주시 도두일동 1212,2일+7일,33.49724208,126.474894,911.0,"황토식당, 황광, 홍정희, 홍정희",,,Y,Y,1970.0,064-743-5985,2025-11-10,B553077,소상공인시장진흥공단
영암5일시장,5일장,전라남도 영암군 영암읍 오일시장길 28,전라남도 영암군 영암읍 동무리 17-3,5일+10일,34.80123497,126.7005743,120.0,"홍당무야채, 현대식육식당, 이홍열(노점), 염유화",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
제주동문수산시장,상설장,제주특별자치도 제주시 오현길 81,제주특별자치도 제주시 이도일동 1348-1,매일,33.51206774,126.5249062,96.0,"홍숙상회, 현풍, 해동수산, 함덕상회",,,Y,Y,1970.0,064-752-8959,2025-11-10,B553077,소상공인시장진흥공단
제주시동문재래시장,상설장,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,매일,33.5115942,126.5260281,330.0,"황금상회, 화정상회, 화동상회, 현성수산",,,Y,Y,1970.0,064-752-3001,2025-11-10,B553077,소상공인시장진흥공단
보성시장,상설장,제주특별자치도 제주시 동광로 1길 32,제주특별자치도 제주시 이도일동 1289-5,매일,33.50330767,126.5279393,42.0,"훈이손칼국수, 황소식당, 현경식당, 한식공방",,,Y,Y,1970.0,064-753-2085,2025-11-10,B553077,소상공인시장진흥공단
중앙로상점가시장,상설장,제주특별자치도 제주시 중앙로 91,제주특별자치도 제주시 이도일동 1460,매일,33.51010018,126.523959,136.0,"홍콩반점0410(원주중앙점), 파리바게트 원주1호점, 작금, 꼬막짬뽕",,,Y,Y,1970.0,070-8900-8300,2025-11-10,B553077,소상공인시장진흥공단
동문시장(주),상설장,제주특별자치도 제주시 동문로 16,제주특별자치도 제주시 일도일동 1148-2,매일,33.51279665,126.5283141,78.0,"힘찬축산, 홍두깨칼국수, 홈마트떡집, 풍년상회",,,Y,Y,1970.0,064-722-3284,2025-11-10,B553077,소상공인시장진흥공단
제주칠성로상점가(칠성로상점가)시장,상설장,제주특별자치도 제주시 관덕로 13길 12,제주특별자치도 제주시 일도일동 1476-20,매일,33.51402881,126.5261117,167.0,"효선떡방, 해바라기본점, 한림칼국수제주동문시장점, 탑부평삼겹살",,,Y,Y,1970.0,064-723-1510,2025-11-10,B553077,소상공인시장진흥공단
신산시장,상설장,제주특별자치도 제주시 고마로17길 11,제주특별자치도 제주시 일도이동 377-11,매일,33.50606424,126.5419541,28.0,"용이건어물, 진미식품, 제주맑은마트2호점, 신산기름집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
한림민속오일시장(한림오일시장),5일장,제주특별자치도 제주시 한림읍 한수풀로4길 10,제주특별자치도 제주시 한림읍 대림리 1698-4,4일+9일,33.41983074,126.2745011,144.0,"한림식품, 한림부영축산물판매장, 풍물4호, 풍물18호",,,Y,Y,1970.0,064-796-8830,2025-11-10,B553077,소상공인시장진흥공단
한림매일시장,상설장,제주특별자치도 제주시 한림읍 한림로 681,제주특별자치도 제주시 한림읍 한림리 1315-4,매일,33.41565321,126.264774,57.0,"희경상회, 태광수산, 중앙상가식당, 제주옛날통닭",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
화북종합시장,상설장,제주특별자치도 제주시 청풍길 14,제주특별자치도 제주시 화북일동 1947,매일,33.52264949,126.5658711,24.0,"한동김밥, 하도수산, 일오삼족발, 일오삼",,,Y,Y,1970.0,064-756-1052,2025-11-10,B553077,소상공인시장진흥공단
공주산성시장,5일장,충청남도 공주시 용당길 22,충청남도 공주시 산성동 190-1,1일+6일,36.45881276,127.1226147,567.0,"휴식꿀밤닭강정, 회뜰날, 호호손칼국수, 호반촌",,,Y,Y,1970.0,041-856-5427,2025-11-10,B553077,소상공인시장진흥공단
유구시장,5일장,충청남도 공주시 유구읍 시장길 28,충청남도 공주시 유구읍 석남리 276-5,3일+8일,36.55270354,126.9518599,72.0,"햇님김밥, 해성상회, 필복떡집, 페리카나치킨",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
금산금빛시장(금산시장),5일장,충청남도 금산군 금산읍 금산천길 98,충청남도 금산군 금산읍 하옥리 335-12,2일+7일,36.09951247,127.490976,211.0,"해녀와어부, 풍년상회, 요리조리부엌방, 왕기염소탕",,,Y,Y,1970.0,041-754-2376,2025-11-10,B553077,소상공인시장진흥공단
금산인삼전통시장,5일장,충청남도 금산군 금산읍 건삼전1길 20-8,충청남도 금산군 금산읍 중도리 531-1,2일+7일,36.10045233,127.4921846,110.0,만수인삼사,,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
익산남부시장,상설장,전북특별차치도 익산시 평동로11길 12,전북특별차치도 익산시 인화동2가 7,매일,35.93194154,126.9533804,39.0,"현진유통, 현정상회, 익산치킨, 윤가네대패삼겹살",,,Y,Y,1970.0,063-855-4798,2025-11-10,B553077,소상공인시장진흥공단
매일시장,상설장,전북특별차치도 익산시 중앙로 3길 13,전북특별차치도 익산시 창인동1가 88-5,매일,35.94039371,126.9496739,58.0,"야채(노점), 생선(노점), 붕어빵(노점), 노점",,,Y,Y,1970.0,063-853-6666,2025-11-10,B553077,소상공인시장진흥공단
